,5010,true
einstein,4,true
spektrum,4,true
teller,4,true
kisaran,4,true
lukis,4,true
komputer,4,true
asuransi,4,true
dahroji,4,true
ciliwung,4,true
kuminta,4,true
insomnia,4,true
gotik,4,true
ngobrol,4,true
hp,4,false
menemaninya,4,false
didorong,4,false
berniat,4,false
dipersiapkan,4,false
usianya,4,false
keramaian,4,false
berlantai,4,false
jaketnya,4,false
perabot,4,true
menyeret,4,false
bupati,4,false
diatas,4,false
laci,4,false
rapuh,4,false
primbon,4,false
peroleh,4,false
penghuninya,4,false
kliwon,4,false
yatim,4,false
rematik,4,false
suharto,4,false
pake,4,false
saudi,4,false
filmnya,4,false
beda,4,true
banyaknya,4,false
forum,4,false
asalnya,4,false
beruang,4,false
gula,4,false
good,4,false
biskuit,4,false
stabil,4,false
pop,4,false
robusta,4,false
culture,4,false
krisis,4,false
setingkat,4,false
sebenernya,4,false
f,4,false
niatnya,4,false
riak,4,false
menghiraukan,4,false
kegembiraan,4,false
menimpa,4,false
menyelimuti,4,false
berarakan,4,false
tadinya,4,false
ibumu,4,false
bandara,3,true
but,3,true
perjumpaan,3,true
darurat,3,false
berkisar,3,false
berkebangsaan,3,true
jajahannya,3,false
bela,3,false
bervariasi,3,false
monarki,3,false
j,3,false
melanesia,3,false
sm,3,false
salakanagara,3,false
kemaharajaan,3,false
sailendra,3,false
panjalu,3,false
perkembangannya,3,false
mada,3,false
ikrar,3,false
menyatukan,3,false
tabanan,3,false
jembrana,3,false
beralih,3,false
inderapura,3,false
sri,3,false
cirebon,3,false
hadiningrat,3,false
surakarta,3,false
pontianak,3,false
sumbawa,3,false
monopoli,3,false
filipina,3,false
rempah,3,false
ternate–portugal,3,false
takhta,3,false
uni,3,false
kebijakannya,3,false
jan,3,false
pembantaian,3,false
ejaan,3,false
salatiga,3,false
jaminan,3,false
inggris-belanda,3,false
§,3,false
penyebab,3,false
keraton,3,false
janssens,3,false
kaldera,3,false
diklaim,3,false
london,3,false
badaruddin,3,false
menstabilkan,3,false
penangkapan,3,false
saleh,3,false
sepihak,3,false
gerilya,3,false
kupang,3,false
michiels,3,false
l,3,false
berlabuh,3,false
ngurah,3,false
menyetujui,3,false
nias,3,false
ditundukkan,3,false
tamjidillah,3,false
hidayatullah,3,false
penjajah,3,false
te,3,false
meulaboh,3,false
mengelabui,3,false
cut,3,false
nyak,3,false
dhien,3,false
persenjataan,3,false
joannes,3,false
benedictus,3,false
sasak,3,false
hurgronje,3,false
ulèëbalang,3,false
keresidenan,3,false
kebangkitan,3,false
transmigrasi,3,false
priayi,3,false
mewujudkan,3,false
boedi,3,false
oetomo,3,false
madura,3,false
kedaerahan,3,false
mengkritik,3,false
visi,3,false
keanggotaan,3,false
dewantara,3,false
een,3,false
en,3,false
ketertiban,3,false
perserikatan,3,false
semaoen,3,false
diubah,3,false
minahasa,3,false
menggulingkan,3,false
tuduhan,3,false
studieclub,3,false
kepanduan,3,false
kebangsaan,3,false
bertujuan,3,false
kartini,3,false
parlemen,3,false
semarang,3,false
jerman,3,false
proklamasi,3,false
merata,3,false
bambang,3,false
widodo,3,false
leste,3,false
berbagi,3,false
muson,3,false
flora,3,false
dikelompokkan,3,false
international,3,false
biogeografi,3,false
paparan,3,false
deforestasi,3,false
danatau,3,false
provinsi-provinsi,3,false
wali,3,false
pekanbaru,3,false
merauke,3,false
kapita,3,false
berpenduduk,3,false
konghucu,3,false
indonesiabutuh,3,false
atlet-atlet,3,false
aneka,3,false
bener,3,true
digosipin,3,false
cukur,3,false
sholat,3,false
jualan,3,true
awal-awal,3,false
penerus,3,false
ris,3,false
stasiun,3,false
wes,3,false
aris,3,false
proses,3,false
kotanya,3,false
jun,3,false
mengkhitbahnya,3,false
gender,3,false
gawai,3,false
pemakaman,3,false
teramat,3,false
miliar,3,false
spekulasi,3,false
paginya,3,false
travel,3,false
tersangka,3,false
deket,3,false
berbatu,3,false
abis,3,false
mindahin,3,false
mendorong,3,false
kepo,3,false
yaudah,3,false
gerobak,3,false
memijit,3,false
nisan,3,false
amplop,3,false
cilok,3,false
ikhlaskan,3,false
marahin,3,false
pasukannya,3,false
menunjukan,3,false
refleks,3,false
penyihir,3,false
bersalju,3,false
clausit,3,false
ostium,3,false
kapak,3,false
foto-foto,3,true
dulunya,3,false
berpapasan,3,false
hero,3,false
menyukaimu,3,false
balkon,3,false
mineral,3,false
berdampak,3,false
tambun,3,false
seneng,3,false
bahuku,3,false
menarikku,3,false
idiot,3,false
sohib,3,false
mobilku,3,false
maag,3,false
maksudmu,3,false
kelewat,3,false
deg,3,false
geger,3,false
memesan,3,false
membelinya,3,false
menjemur,3,false
ngap,3,false
nyek,3,false
perampok,3,false
ohh,3,false
mengulurkan,3,false
meminum,3,false
tonton,3,false
umm,3,false
terimakasih,3,false
penyelidikan,3,false
kampanye,3,false
pembunuhan,3,false
mendesah,3,false
halo,3,true
sahut,3,false
terbilang,3,false
mayor,3,false
memeriksa,3,false
duduki,3,false
stevenson,3,false
gonggongan,3,false
berkaos,3,false
food,3,true
dah,3,false
dimasak,3,true
ntar,3,false
belanja,3,false
doang,3,false
bego,3,false
beneran,3,false
pacaran,3,false
pinjam,3,false
chattingan,3,false
keluargaku,3,false
setibanya,3,false
terarah,3,false
dilakukannya,3,false
meneteskan,3,false
taksi,3,false
becak,3,false
sayangku,3,false
mencintainya,3,false
diketuk,3,false
berbekal,3,false
sepiring,3,false
nyari,3,false
sori,3,false
kulakukan,3,false
diem,3,false
kucoba,3,false
bangkuku,3,false
diluar,3,true
dahi,3,false
dahiku,3,false
temanmu,3,false
kuper,3,false
lambaian,3,false
‘paket,3,false
lala,3,false
gorengan,3,false
cireng,3,false
ganti,3,false
din,3,false
id,3,false
kesepakatan,3,false
dinginnya,3,true
adzan,3,false
dibalik,3,true
menyakiti,3,true
kerjaku,3,true
wajar,3,true
menikahlah,3,true
menundukan,3,false
mempercayai,3,true
santri,3,false
pernikahanmu,3,true
has,3,true
perpaduan,3,true
neneknya,3,true
ngarai,3,false
bubur,3,true
little,3,true
komandan,3,false
berpenghuni,3,false
terdesak,3,false
sisa-sisa,3,false
keberadaannya,3,false
diawali,3,false
terusir,3,false
ditentang,3,false
memperbesar,3,false
mendarat,3,false
berangsur-angsur,3,false
iii,3,false
bertangan,3,false
sentral,3,false
memberatkan,3,false
gemuruh,3,false
penindasan,3,false
dibandingkan,3,false
kuala,3,false
markas,3,false
christiaan,3,false
mengumumkan,3,false
intens,3,false
dinyatakan,3,false
pengikutnya,3,false
menyimpulkan,3,false
elite,3,false
dinilai,3,false
berorganisasi,3,false
dukungan,3,false
hakim,3,false
biola,3,false
penjara,3,false
ditimbulkan,3,false
habibie,3,false
diselenggarakan,3,false
susilo,3,false
khatulistiwa,3,false
peningkatan,3,false
fauna,3,false
eksekutif,3,false
kecamatan,3,false
seutuhnya,3,false
development,3,false
menghuni,3,false
pembinaan,3,false
sehari-hari,3,false
dipraktikkan,3,false
dipeluk,3,false
liga,3,false
ajang,3,false
merajai,3,false
hartono,3,false
gong,3,false
bakso,3,false
penjahat,3,false
dekil,3,false
pendatang,3,false
gantung,3,false
dibantu,3,false
jeans,3,false
diurus,3,false
ongkos,3,false
marketing,3,false
yo,3,false
kesemutan,3,false
menampakkan,3,false
imam,3,false
ulu,3,false
brankar,3,false
diserahkan,3,false
dokumen,3,false
kematiannya,3,false
pembawa,3,false
membina,3,false
bertugas,3,false
silam,3,false
renta,3,false
sa,3,false
izin,3,false
menangani,3,false
kasus-kasus,3,false
kemauan,3,false
berumur,3,false
kerjanya,3,false
kamis,3,false
terkejutnya,3,false
melenggang,3,false
miris,3,false
sangatlah,3,false
rak-rak,3,false
diantara,3,false
terkait,3,false
bercakap-cakap,3,false
mematuhi,3,false
menegakkan,3,false
membungkuk,3,false
wujud,3,false
favorit,3,false
ekstra,3,false
mengurung,3,false
brengsek,3,true
wajahmu,3,false
mba,3,false
linglung,3,false
meregang,3,false
kalimat-kalimat,3,false
dirawat,3,false
bisik,3,false
menyapa,3,false
diminum,3,false
bayar,3,false
koma,3,false
pelataran,3,false
mengiyakan,3,true
maukah,3,true
diperbolehkan,3,false
menyuruhku,3,false
menghiasi,3,false
pikirku,3,false
kubilang,3,false
cm,3,false
tidaklah,3,false
berlanjut,3,false
menekuk,3,false
dibukakan,3,false
perginya,3,false
membangunkan,3,true
maksudku,3,false
balutan,3,false
payung,3,false
human,3,false
darahnya,3,false
kuhabiskan,3,false
kananku,3,false
terlintas,3,false
teleponnya,3,false
karuan,3,false
roda,3,false
berkata-kata,3,false
menjelajahi,3,false
goresan,3,false
menanti,3,false
jaga,3,false
terpendam,3,false
doaku,3,false
ambang,3,false
mempercepat,3,false
semesta,3,false
sampulnya,3,false
mengajakku,3,false
pelosok,3,false
terbungkus,3,false
terkuat,3,true
kurun,3,false
dinamakan,3,false
pondok,3,false
sebatas,3,true
putihnya,3,true
kah,3,false
langkahku,3,true
terisak,3,true
menenangkannya,3,false
sinilah,3,true
hentikan,3,true
meratapi,3,false
alasannya,3,true
perbuat,3,true
kutemukan,3,false
pelukannya,3,true
jawabanku,3,true
semut,3,false
perkampungan,3,true
sesekali,3,true
cepatlah,3,true
while,3,true
jilbabnya,3,true
berjumpa,3,true
ceria,3,true
ala,3,true
mengasyikkan,3,true
darling,3,true
menghibur,3,true
me,3,true
bergema,3,true
menggabungkan,3,false
membujur,3,false
kejadian-kejadian,3,false
peninggalan,3,false
perdebatan,3,false
bawang,3,false
terpenting,3,false
dinasti,3,false
konstantinopel,3,false
singgah,3,false
topan,3,false
memanas,3,false
pelopor,3,false
pembayaran,3,false
dimaksudkan,3,false
peminat,3,false
mengembalikan,3,false
skala,3,false
volume,3,false
pangeran,3,false
melumpuhkan,3,false
memajukan,3,false
karam,3,false
memadamkan,3,false
lambung,3,false
posisinya,3,false
meneror,3,false
menambahkan,3,false
seimbang,3,false
sesudah,3,false
butir,3,false
kewalahan,3,false
pemegang,3,false
mengepung,3,false
lamban,3,false
keagamaan,3,false
pengurus,3,false
harfiah,3,false
lama-kelamaan,3,false
tan,3,false
usulnya,3,false
sepakat,3,false
jurusan,3,false
naskah,3,false
dewi,3,false
mencegah,3,false
pergolakan,3,false
kekacauan,3,false
teks,3,false
banjir,3,false
tropis,3,false
terpengaruh,3,false
perlindungan,3,false
dihitung,3,false
demokratis,3,false
menjalin,3,false
sumber-sumber,3,false
komersial,3,false
tanjung,3,false
disiplin,3,false
bonus,3,false
penggunaan,3,false
menyembah,3,false
penjelajah,3,false
pancasila,3,false
perhelatan,3,false
objek,3,false
musiknya,3,false
cipta,3,false
karun,3,false
episode,3,false
prasasti,3,false
pengarang,3,false
penjajahan,3,false
berlarian,3,false
ungu,3,false
tetangganya,3,false
cintai,3,false
kecut,3,false
ra,3,false
lidah,3,false
berbaris,3,false
tenggorokanku,3,false
membaik,3,false
kemeja,3,false
sebanding,3,false
ratus,3,false
kudapat,3,false
merapikan,3,false
dentuman,3,false
frustasi,3,false
sabarnya,3,false
rezeki,3,false
bedak,3,false
bercahaya,3,false
bertamu,3,false
berbobot,3,false
kristal,3,false
mengaji,3,false
ditanggung,3,false
parau,3,false
pintu-pintu,3,false
pulih,3,false
lapang,3,false
mengukir,3,false
jeritan,3,false
sekelilingnya,3,false
konspirasi,3,false
digiring,3,false
ketahuan,3,false
malaikat,3,false
kebanggaan,3,false
kualifikasi,3,false
diperlakukan,3,false
data,3,false
tindak,3,false
kemejanya,3,false
keramik,3,false
duga,3,false
ubin,3,false
berkenan,3,false
strategis,3,false
mengobati,3,false
psikiater,3,false
menguras,3,false
tirus,3,false
airnya,3,false
kecil-kecilan,3,false
semak,3,false
sampaikan,3,false
terbaru,3,false
sesenggukan,3,false
jenggot,3,false
kumis,3,false
o,3,false
solo,3,false
memamerkan,3,false
gagang,3,false
with,3,false
bibit,3,false
ditinggal,3,false
hektar,3,false
kastil,3,false
makmur,3,false
berbeda-beda,3,false
licik,3,false
bertarung,3,false
berbadan,3,false
namamu,3,false
kejahatan,3,false
basa-basi,3,false
siaga,3,false
terpental,3,false
jubah,3,false
mengacungkan,3,false
lututku,3,false
tegap,3,false
elang,3,false
diduga-duga,3,false
terduga,3,false
menjawabnya,3,false
lancar,3,false
berdiskusi,3,false
kebiasaannya,3,false
aplikasi,3,false
interaksi,3,false
menjemput,3,false
dipajang,3,false
sepele,3,false
menceritakannya,3,false
berjalan-jalan,3,false
peluit,3,false
terpajang,3,false
berbohong,3,false
sentimeter,3,false
gusar,3,false
minuman,3,false
lincah,3,false
cerita-cerita,3,false
sekelasnya,3,false
n,3,false
mukaku,3,false
ditegakkan,3,false
tertatih-tatih,3,false
kukendalikan,3,false
makalah,3,false
delima,3,false
jeli,3,false
imut,3,false
dimabuk,3,false
asmara,3,false
kunjungan,3,false
jok,3,false
kamera,3,false
menyemburkan,3,false
ibu-ibu,3,false
kusut,3,false
gembok,3,false
mertua,3,false
mengembangkan,3,false
semerah,3,false
kukira,3,false
jantan,3,false
jadwal,3,false
basket,3,false
menyeka,3,false
bapak-bapak,3,false
sapi-sapi,3,false
memintanya,3,false
tergeletak,3,false
semacamnya,3,false
mengunyah,3,false
tuntas,3,false
menyeruak,3,false
tabungan,3,false
cuek,3,false
tidurku,3,false
sendok,3,false
iri,3,false
memalukan,3,false
kulirik,3,false
berlinang,3,false
menebak,3,false
pendapatku,3,false
tidakkah,3,false
menggaruk,3,false
ooh,3,false
pantas,3,true
memandangnya,3,false
serahkan,3,true
terang-terangan,3,true
insya,3,false
terlatih,3,true
ditusuk,3,false
membicarakan,3,true
tangisnya,3,true
mendalam,3,true
kehidupanku,3,true
pundakku,3,true
berjilbab,3,true
hafsari,3,true
melingkari,3,true
menyerahkannya,3,true
abang,3,true
menghindarkan,3,true
selebihnya,3,true
kalau-kalau,3,true
risau,3,true
pengawas,3,true
riwayatnya,3,true
target,3,true
didaftarkan,3,true
pamrih,3,true
tertekan,3,true
genap,3,true
panjang-panjang,3,true
lipatan,3,true
menyandang,3,true
crinum,3,true
mekar,3,true
tangkai,3,true
belut,3,true
asasi,3,true
nipah,3,true
geografis,3,true
ditempuh,3,true
menyala-nyala,3,true
melontarkan,3,true
tatapannya,3,true
dibelikan,3,true
bahannya,3,true
tumpul,3,true
bergairah,3,true
bergaris,3,true
ditulisnya,3,true
menerangi,3,true
inisiasi,3,true
senewen,3,true
bercokol,3,true
kelas-kelas,3,true
diare,3,true
kenyang,3,true
menyembuhkan,3,true
tabung,3,true
huruf-huruf,3,true
makruf,3,true
mungkar,3,true
sirap,3,true
simetris,3,true
tempelan,3,true
ternak,3,true
silsilah,3,true
syiar,3,true
takwa,3,true
bekas-bekas,3,true
berlubang,3,true
ketupat,3,true
meluncurlah,3,true
puitis,3,true
prolog,3,true
sukacita,3,true
dilamun,3,true
badar,3,true
wahai,3,true
berangkatlah,3,true
menegangkan,3,true
berkisah,3,true
intonasi,3,true
benang,3,true
petuahnya,3,true
pantang,3,true
keikhlasan,3,true
hiduplah,3,true
lepas-lepas,3,true
tibalah,3,true
strata,3,true
mengenalkan,3,true
sipit,3,true
memanggilnya,3,true
kepandaian,3,true
dasar-dasar,3,true
imajiner,3,true
berperilaku,3,true
menasihati,3,true
keluhan,3,true
pengap,3,true
tersihir,3,true
lais,3,true
jambul,3,true
jatah,3,true
apit-apit,3,true
disunat,3,true
manfaat,3,true
menaungi,3,true
meneduhi,3,true
tonggak,3,true
berkelak-kelok,3,true
kiloan,3,true
perlambang,3,true
putus-putus,3,true
bijih-bijih,3,true
kuarsa,3,true
disirami,3,true
fatamorgana,3,true
menyimpang,3,true
tangkupan,3,true
granit,3,true
praja,3,true
rawa-rawa,3,true
siklus,3,true
penumpangnya,3,true
ketidak,3,true
mengasingkan,3,true
korporasi,3,true
instalasi,3,true
sepadan,3,true
terisolasi,3,true
polsus,3,true
jendela-jendela,3,true
kontur,3,true
terpelihara,3,true
blue,3,true
gendut,3,true
pot-pot,3,true
digantungkan,3,true
lampu-lampu,3,true
prem,3,true
rakus,3,true
jinak,3,true
maknanya,3,true
pembuangan,3,true
kipas,3,true
sudut-sudut,3,true
ayam-ayam,3,true
kalkun,3,true
denting,3,true
grand,3,true
merk,3,true
insinyur,3,true
menghardik,3,true
privat,3,true
instruktur,3,true
kick,3,true
boxing,3,true
notasi,3,true
oktaf,3,true
berlatih,3,true
segenggam,3,true
putaran,3,true
tertimbun,3,true
pinak,3,true
camat,3,true
gardu,3,true
telantar,3,true
permanen,3,true
entok,3,true
membunyikan,3,false
sahut-menyahut,3,false
selera,3,false
situlah,3,false
menghidupkan,3,false
menyalakan,3,false
pedesaan,3,false
aspal,3,false
pencari,3,false
melambangkan,3,false
mutu,3,false
tabel,3,false
anatomi,3,false
mengharumkan,3,false
olah,3,false
mati-matian,3,false
menghina,3,false
menyokong,3,false
ditanam,3,false
embun,3,false
menjulang,3,false
ganitri,3,false
konfigurasi,3,false
aduhai,3,false
serindit,3,false
menyamarkan,3,false
menukik,3,false
waspada,3,false
hajat,3,false
sesuka,3,false
buncit,3,false
beringsut-ingsut,3,false
ulat,3,false
bukunya,3,false
kut,3,false
kehadirannya,3,false
serangga,3,false
henti-hentinya,3,false
lintah,3,false
jamur,3,false
opera,3,false
manggung,3,false
menukar,3,false
kebesaran,3,false
sampingan,3,false
digabungkan,3,false
cu,3,false
sekeping,3,false
berpenampilan,3,false
optimis,3,false
jumpai,3,false
minder,3,false
populis,3,false
gayanya,3,false
amir,3,false
keuntungannya,3,false
ibarat,3,false
menunjuk-nunjuk,3,false
mengantisipasi,3,false
gigi-gigi,3,false
disukai,3,false
mulia,3,false
diperhatikan,3,false
menggertak,3,false
mengaum,3,false
ejekan,3,false
mentah-mentah,3,false
cemoohan,3,false
kucingnya,3,false
building,3,false
sembunyi,3,false
dibelah,3,false
terjajar,3,false
kekuatannya,3,false
bereaksi,3,false
adu,3,false
menanduk,3,false
gambir,3,false
membodohi,3,false
kupandangi,3,false
mengukur,3,false
gurun,3,false
ironis,3,false
virtual,3,false
kuceritakan,3,false
terpisahkan,3,false
merayap,3,false
kelanjutan,3,false
takluk,3,false
menyelam,3,false
tuli,3,false
serbuan,3,false
mengumpankan,3,false
buaya-buaya,3,false
mengunjungiku,3,false
menyambar-nyambar,3,false
sepedanya,3,false
guruh,3,false
terbelah,3,false
prasangka,3,false
adik-adiknya,3,false
bernapas,3,false
kemampuannya,3,false
menerabas,3,false
pelanduk,3,false
turun-temurun,3,false
pedal,3,false
beratap,3,false
meranti,3,false
tikar,3,false
gemerincing,3,false
memaku,3,false
memunguti,3,false
gaduh,3,false
penat,3,false
tergoda,3,false
rumus,3,false
ukur,3,false
aristoteles,3,false
gemintang,3,false
logika,3,false
simulasi,3,false
lucretius,3,false
meledakkan,3,false
bentangan,3,false
gambaran,3,false
memabukkan,3,false
puisi-puisi,3,false
terampil,3,false
efisien,3,false
repot,3,false
bertanya-tanya,3,false
mendemonstrasikan,3,false
berkonsentrasi,3,false
seberkas,3,false
tempurung,3,false
kecemerlangan,3,false
menebarkan,3,false
mengisyaratkan,3,false
diserbu,3,false
menyangkut,3,false
tafsir,3,false
pancaran,3,false
kepintaran,3,false
dosen,3,false
dipahami,3,false
walafiat,3,false
dalil,3,false
menerjemahkan,3,false
piawai,3,false
berkomunikasi,3,false
bahsa,3,false
punah,3,false
pelajari,3,false
orisinal,3,false
pernyataan,3,false
merubungnya,3,false
kejutan-kejutan,3,false
teori-teori,3,false
peluang,3,false
mengobrak-abrik,3,false
linier,3,false
kasusnya,3,false
bermacam-macam,3,false
koboi,3,false
keahliannya,3,false
subjek,3,false
layangan,3,false
merumuskan,3,false
religius,3,false
darwinian,3,false
sikapnya,3,false
dengarlah,3,false
membetulkan,3,false
komat-kamit,3,false
itu-itu,3,false
kemuhammadiyahan,3,false
alien,3,false
kondektur,3,false
melayani,3,false
merisaukan,3,false
tertelan,3,false
pemandu,3,false
potensial,3,false
dibuktikan,3,false
forest,3,false
labu,3,false
betina,3,false
menggambar,3,false
kantuk,3,false
simanjuntak,3,false
sahar,3,false
kruistiknya,3,false
pelecehan,3,false
bait,3,false
menyuruhnya,3,false
rayuan,3,false
perut-perut,3,false
kekonyolan,3,false
nostalgia,3,false
tuas,3,false
tema,3,false
gerangan,3,false
intro,3,false
melodi,3,false
syair,3,false
tarikan,3,false
kreativitas,3,false
pingpong,3,false
tape,3,false
janggal,3,false
hafal,3,false
menyamar,3,false
kibasan,3,false
celengan,3,false
biji-biji,3,false
digulung,3,false
memuaskan,3,false
fosil,3,false
sirkus,3,false
uhud,3,false
siti,3,false
hindun,3,false
budak,3,false
dijangkau,3,false
terbius,3,false
jengkol,3,false
berimprovisasi,3,false
drumer,3,false
simbal,3,false
membujuk,3,false
kesenyapan,3,false
owner,3,false
lonely,3,false
heart,3,false
fondasi,3,false
bahana,3,false
bertepi,3,false
jingga,3,false
esok,3,false
tiupan,3,false
dicapai,3,false
bertanding,3,false
mikrofon,3,false
dinamis,3,false
pesannya,3,false
ayal,3,false
takkan,3,false
segerombolan,3,false
pendiriannya,3,false
antena,3,false
berbinar-binar,3,false
kebagian,3,false
menganggapnya,3,false
pembual,3,false
